RunID,F1,F2,F3
4,1.482,17.61346436,9971.7684
4,1.5,16.56018829,10443.3747
4,1.504,15.83682632,10149.3896
4,1.504,16.11472702,9389.5678
4,1.504,16.1418457,9343.4467
4,1.504,16.55110168,9178.0763
4,1.507,14.79396248,10791.4246
4,1.507,15.60653687,8864.2235
4,1.511,15.49926186,10458.4466
4,1.514,14.63222504,9967.569
4,1.514,15.08714294,8781.1309
4,1.518,14.90802574,9882.8835
4,1.521,14.5795784,9579.4476
4,1.525,13.76979065,10567.4949
4,1.525,13.76979065,10567.4949
4,1.525,14.07618713,9753.6672
4,1.525,14.28960609,9646.5221
4,1.525,14.69734383,9318.8001
4,1.529,13.42538548,9869.0273
4,1.529,13.70528889,9754.4385
4,1.529,14.16948032,9372.9501
4,1.532,13.30840015,9900.084
4,1.532,13.56676197,9761.5007
4,1.536,12.87399292,10833.71
4,1.536,13.28134918,9178.0396
4,1.539,12.77001953,9630.1259
4,1.543,13.19961739,9141.9883
4,1.546,11.87080956,10162.2259
4,1.546,12.13846207,9927.5055
4,1.546,12.28032684,9646.0905
4,1.546,12.59671211,9437.6952
4,1.546,12.93887138,9406.6257
4,1.546,13.01640129,9129.6967
4,1.55,11.48082352,10880.0722
4,1.55,11.68396187,10072.1767
4,1.55,11.8376112,9027.043
4,1.55,12.64358521,8944.0018
4,1.55,13.39875603,8662.3399
4,1.55,13.72413445,8634.7763
4,1.554,11.64935589,9762.3698
4,1.554,12.60314369,8875.845
4,1.557,11.57204628,10186.8452
4,1.557,12.52926445,8770.3817
4,1.561,11.03972626,10292.1967
4,1.561,11.42722893,9346.9867
4,1.561,11.8563652,8834.077
4,1.561,11.8563652,8834.077
4,1.564,10.79973221,9951.4809
4,1.564,10.79973221,9951.4809
4,1.564,11.10991955,9862.5512
4,1.564,11.41813183,8989.5414
4,1.568,10.58358765,10522.5082
4,1.568,10.58358765,10522.5082
4,1.568,11.09987926,9597.565
4,1.568,11.18634796,9441.6245
4,1.571,9.799779892,10068.9373
4,1.571,10.3878088,9635.2999
4,1.571,10.73370457,9537.2401
4,1.571,10.90014458,9426.7743
4,1.571,10.92115879,9099.7755
4,1.571,10.92115879,9099.7755
4,1.571,11.46542931,8767.7917
4,1.575,10.15109158,9988.9784
4,1.575,10.28928757,9761.0069
4,1.575,10.54092598,8667.9446
4,1.579,9.714684486,9467.5691
4,1.579,9.784204483,9228.3128
4,1.579,11.00013924,8646.6105
4,1.582,9.374481201,9838.7674
4,1.582,10.13476563,8746.1076
4,1.586,9.290202141,10792.5785
4,1.586,9.300386429,9797.0043
4,1.589,9.386726379,9613.8963
4,1.593,8.940881729,10348.7283
4,1.593,9.436476707,8995.7646
4,1.596,8.870146751,10231.1806
4,1.596,9.020301819,9624.2171
4,1.596,9.987937927,8654.3063
4,1.6,8.834779739,10461.1267
4,1.6,8.854616165,9498.7546
4,1.6,9.223323822,9399.1911
4,1.604,8.528493881,10539.2267
4,1.604,9.113689423,9235.8386
4,1.607,8.399940491,9982.8481
4,1.607,8.792596817,9531.0992
4,1.611,7.801852703,10247.5173
4,1.611,8.224054337,9453.6582
4,1.611,8.224054337,9453.6582
4,1.614,8.845460892,9310.7897
4,1.614,8.999603271,9181.2045
4,1.621,8.127086639,9701.1079
4,1.621,8.387524605,9156.9957
4,1.625,9.168054581,8859.1414
4,1.629,8.721946716,8948.3465
4,1.629,8.721946716,8948.3465
4,1.629,8.802090645,8879.7402
4,1.646,7.849514961,9982.6324
4,1.482,16.15979576,10414.6941
4,1.482,17.20401764,8902.311
4,1.482,17.89942932,7631.1031
4,1.482,18.16169739,7406.4914
4,1.486,16.07462692,10631.8508
4,1.486,16.75276566,9991.4296
4,1.486,16.99264526,8743.0702
4,1.486,17.57837486,8027.6651
4,1.486,17.68153,7944.158
4,1.486,17.74761581,7517.8334
4,1.489,16.21513367,10095.3192
4,1.489,17.37979698,7429.6327
4,1.493,15.77333069,10307.1009
4,1.496,15.31607628,10420.749
4,1.496,16.80990219,7611.9441
4,1.5,14.89531136,10534.649
4,1.5,16.46793365,7368.5586
4,1.504,14.51209068,10168.2421
4,1.504,15.25031376,9873.5257
4,1.504,16.28854942,7339.0679
4,1.504,16.418293,7283.473
4,1.507,15.30343056,9620.2105
4,1.507,15.59859085,8154.6893
4,1.507,15.85830498,7412.4501
4,1.511,14.10916996,10642.4879
4,1.511,14.10916996,10642.4879
4,1.514,14.06822586,9007.3063
4,1.514,15.49025059,7462.5457
4,1.518,13.95388603,10010.961
4,1.518,15.03152084,7888.8531
4,1.521,13.36169434,11221.185
4,1.525,12.86971092,10377.7255
4,1.525,14.03181934,8830.4446
4,1.525,14.81135559,8669.176
4,1.525,14.92820168,7377.0192
4,1.529,12.79869747,11021.8464
4,1.529,13.35866928,9447.6634
4,1.529,13.58489799,8101.6712
4,1.529,14.59888649,7295.0076
4,1.529,14.96191216,7233.1314
4,1.532,12.77833557,9778.0113
4,1.532,14.44024849,7158.4227
4,1.536,12.42549419,9926.9852
4,1.536,13.76371956,7262.3985
4,1.539,12.27648544,9918.4481
4,1.539,13.27449608,7401.101
4,1.543,12.03272152,10630.7753
4,1.543,13.05827522,7802.2512
4,1.546,11.64878082,10358.0419
4,1.546,13.8847084,7066.8523
4,1.55,11.67703629,9812.0607
4,1.55,11.9228344,9267.2419
4,1.55,12.13854599,8515.1576
4,1.55,13.16467857,7107.301
4,1.554,11.01874161,10279.8611
4,1.554,12.99273205,7236.893
4,1.557,10.89228249,10463.7456
4,1.557,12.01298904,8343.1262
4,1.557,12.51392174,7163.893
4,1.561,10.69092655,8870.3588
4,1.561,12.09286308,7660.8175
4,1.564,11.9037981,7571.9211
4,1.564,12.35136032,7056.2859
4,1.568,10.29522705,10656.5231
4,1.568,10.29522705,10656.5231
4,1.568,10.96963501,8272.0691
4,1.571,9.733720779,10789.2602
4,1.571,11.59553909,7171.5551
4,1.575,9.857711792,9559.1898
4,1.575,10.63639832,8204.9736
4,1.575,11.60744476,7153.5761
4,1.579,9.612598419,10882.737
4,1.582,8.910373688,11117.3379
4,1.582,11.2052803,7063.9121
4,1.586,9.664054871,8893.0827
4,1.586,10.11637497,8001.631
4,1.586,11.53713989,6891.5902
4,1.589,8.400941849,11177.4523
4,1.589,9.414047241,9041.297
4,1.589,10.81186581,6896.713
4,1.596,8.396413803,10264.5423
4,1.596,10.40049839,7145.579
4,1.6,9.09432888,8631.221
4,1.6,9.989969254,6801.3269
4,1.604,8.668104172,9792.6882
4,1.604,8.92716217,9149.428
4,1.604,10.00720215,6783.2704
4,1.611,7.410376072,10106.6582
4,1.611,9.717357635,7732.0191
4,1.614,7.951289654,8754.3895
4,1.614,9.69165802,6939.4096
4,1.621,8.522296906,8039.8617
4,1.625,8.784097672,6857.8853
4,1.629,7.832467556,9574.5373
4,1.629,8.290268898,8666.1537
4,1.629,9.525575638,6689.9207
4,1.632,7.420430183,9683.9751
4,1.632,7.420430183,9683.9751
4,1.639,9.220609665,6803.8262
4,1.646,9.32314682,6767.9816
